Puzzle,Givens,Difficulty
...9.....17....6.4682....75...19....29.67.4........8..7.6...2.84......1.....1.7..,26,Easy
..9.57.2..28..6.1353..8...6.5.1.26...9......531....2.......8....8.915............,27,Easy
389.4...6............9813...163.795.73....18..5....7.....19........38...4....6...,27,Expert
5....2....924...15.84....3.8.93.16..61..8...............6.5.....2.8.4..1.5......9,26,Easy
.8.65...4.7.98..3.9..2.4.....9..2.8.......26........45..8...3792...9......6...5..,26,Intermediate
....85..2..71.43..5.1..78...36..............7..86..1.4..5.....6...7.14....3....2.,25,Easy
...4.2....4....6....6..172........3..5...74.1..31.5...3...7......2..9...57.2.6.1.,25,Easy
...42...6.1...5.7.6..7...15.3.2.....9.........7.3.......3.9..42..9....6.24.51...7,26,Simple
.4....9..3.........1.2.97.3.3...4...976......2..9..........7354..31....2.9.5.....,24,Easy
32...5..9.8...9.2...6.2.7...5...89..................3.96.3....12...9.85...16....3,25,Expert
6.2..8.478.9.2..61.7.......284.16.3..63.9..2.9.........1...3..............6.41...,27,Simple
.3...6.1..85......1.....7.22....1.....7....89.18..7...........7.6.1..59.....8.3..,23,Expert
86...51....5.6..7..9...7....7.32..1.3.6....2...9........2.7..687.....53...8......,25,Expert
9...2...6.85.43..97.3.......9..8.37.3..9..2.52..........2.3.48.8.4...............,25,Easy
......6.....5...4374.........63..49....7.23.883.......52...........85.67......9.2,24,Intermediate
.3519...79....4....78...1..1..48..2.2.......5..4.29.....1...79...3..8....4....5..,26,Easy
..54.7.3.82.6..97..6..5.4......4........2..9..7...9248..2.........83....98...5...,26,Expert
...1...2.2.8..47.9.19..8.4..2.5....19...8.26.7...26.8....9...5.57...21...........,28,Expert
..1..5.6..2.74.1...5..3.2.473.........5............9...7...13..6...5..9.2..9.76..,25,Easy
...27..8..6.8..9..5..9..7..6...2.5.4.3........9...56................9...7.958.23.,24,Easy
...3.4.......5.8.4..8672.3...3............1.6.5.2........5...7.2..7...6.4...1.5..,23,Expert
.......5......24.13......7....3.8....1..64..55...1.26.6.4....38187...6....5......,25,Easy
...1...2..7..45.9....9.3..696..1....1..4..6.5.547......42..6....9.2...7..........,25,Easy
.65.....77..5...688.3..........1...6...8.674......213.....412....4..7.....8.3....,25,Easy
....157.4...8.43............81....6.2.....4.54.6......5.2......3.....6511..4.9..3,25,Intermediate
......8.5...32......541..7.2....7..4.8.9...2..39.5...7...8...9...3.......9.7.34..,25,Intermediate
..3......9.6..4...2...6..7...2.8.......2....9......34...84...9.4..758..6...3..5..,23,Easy
.2..6..3.14.....................6..3......892...17..6..164.37..2.......443.7.89..,25,Easy
35...24.7........2...43...............3729.6...7....13...2.7.941..5...265........,25,Easy
.2.5.......98.....458.2..9.16.....5...2....8.8..26.9.1...7....8..4.957.6.7.......,27,Expert
......4.9.4..253..6..13.5..39.......154....7...6...24.........2.7.5.....231.....5,26,Easy
....4...5.......6..2.......3..42...1....6.4..5.9.3...21......83.3.28.5.94...5..2.,25,Easy
.59.3...28..9..7...7...........83...71.5.....5.619..3..9..7.2.5......1..3........,24,Expert
.1..2...5........9......41..6.1...8.27.....94.4....7....4.62..88..95......2.1.6..,25,Easy
........6.4.1...5...5329..7..3......5....614.1..9..67...1...5.....2.....7.4....3.,24,Intermediate
..7.682...6.45..9.8.52.9..4....43.27....2..8............3.8.47...4...856........3,28,Intermediate
6.3..5..8..2.96.........9.71.....8.....5....27.83...9..168.2........3..........7.,23,Easy
5..267.3..7.89..6......4...3.........6.3..7...8.5....9.5......22.4.8..7.63.4.....,26,Expert
47.....3.6.5.....8..97........37...9...5..6..38.....1.......8..5.48..9677.......5,25,Easy
7......9......81..316......97........48.62.7...3......2...7.9..4..6..8....7.29.16,26,Expert
6.5.4...1.81......34..6...5.......6........3..1.58......9..4...7..9....456..1.39.,25,Intermediate
5.4.2....19.4...5..........4...3.9........125...918..7....9.8...82....3......7..9,24,Easy
5.....4.6.7....21....12..85.6.8...7...8......7..54.....59....2.61..9...8..4....6.,26,Easy
.365.27..4.....5..5.............4..86...3........18.....234.8.531..85.6...4.....7,26,Intermediate
..6...8....132..4...85.63..61.8..9...3.....5.4...9..8.....3.........149.5.42.....,26,Expert
312..5..66.83..79..9.6.........7.8...3.....6.8...2..1....5..3......81.........92.,25,Simple
8................3.9...1....62..4..974...6..89......7.....7.1...3....9.6..12.83..,23,Easy
......4..9..7.......3695......146......8......6..5..147.5...9.3..43..8.53.8...6..,26,Expert
........1..2..1.74.7.......39.4...12.4...78.......8.9.4..3...2.2.7.59......7.4.5.,26,Easy
5......7.3.2..8.5...1.7.2.9.2.6..9.8.......329...........917......25.39.......5.6,26,Easy
..3.759.68.5.93..469.4...8...............6...5....9..136.5...4.91......8.....41..,27,Easy
...364....6..9..7...18.7....72...8.33....6.9.69.7...4.4.7...3.....2......26..8...,27,Easy
......648..467.5....8..2...2.1.5..8.....4......5...327...1.5.63....2..5....8..7..,26,Easy
5...2.......3...1..2.5.89.726.9..5.3958....6............5.......7...3...1967..8..,26,Easy
.6.3....2..97..38...59...7......85.3........6..4...82.7.....43....87..9.9..2.4...,26,Expert
3.4...2..97...23..68...95.4.....6.3.4..7...8...9.........2.8.....64..92...3......,25,Expert
.....5....1.......4..........9.4..1.147.9.6.2.8..7...58.16...9..6...47.....12..5.,25,Expert
..1.6...7...2.7..6..24.1....145...6.6.8.3.4..2.....37.......2.......6.85...1....3,26,Easy
6..41389.....8..24............7.2.1....3....94.81.....9......8..7......2.....7436,25,Intermediate
.835......4...62...69..2.58......7....6.3.5.........69.........32.8....7......693,24,Easy
....7.61........8..5....7....2....4.3..7625....8..1......38.4.7...4.625.....1....,24,Easy
8..6.2...6.59.....7.9..3..5....2569.....7.........9.8.9...4..27.....89..2......46,26,Easy
9..5.8....4.79..5.7.8...9.......173..8...3.....3...51....9......9..856.1...6....4,26,Expert
351.8...6.4.953.2.2....1.....6.......1.63....4.521....5...2.....8....9..1.3..8...,27,Easy
.9..1..7.8.....6..1....34.....87..2..4..3..8..2...9..6...7....3..2..6.4...9..1...,24,Intermediate
.1....69.3.7...1.............4.639........5.46.8.7..3...9.5..4.4.6..8.5..5...4...,25,Easy
.......9...67.5..27...2....65.2...4..39.46.....4..7.3.5....9.....3.7..64....68..5,27,Expert
......6...48.......1..8.35....9..1.7..4........6....9.47...39.68...16..4...5.9..3,25,Easy
..7.2...8.461.5.275..8.......2..1.5......9...754......9.5.6.....1..4.......5...8.,25,Intermediate
......5......6..2424....13.3..154.967...39.52.............45....5..9..1...97.2...,27,Easy
...5..1..7........45.2.1..8...8.32.7....4......671.5.4.1..584....21......4.......,25,Easy
....7....4..2.83..2.15...97137.....9.8..1..42....9..8.7....2.....41.....8..7.....,26,Easy
..5......2...6371...975.8.2.......9.........16..891.....83.........28...35.67..2.,26,Easy
3...4..8....1.9.4......29.54..9...3....87..1.........4.7....2.1..9..1.73..5......,24,Expert
..93..1......5.2366...2...9....61....1.2.47......7.........5.....791.4..56...29..,26,Easy
2.1..4..9.395...4..8......2...9.......8.13..51...72.9........5........287...3...1,25,Expert
......2...65.....78....4.35...56...2..74.218...4.3..7..1...6.4.....5...17.....3..,26,Easy
..1.....42.9..16...5.4.38...8.2...19.2..35..84..9.........8.2........5...........,23,Easy
..8.41.9..7.8....29.6...84.......2...5...8........24..49.6..7....7.9....28..7...5,26,Easy
..745...85.1.....7..2..14..............2.78...8.6....5..8...7......8...9.6.1.5...,23,Expert
...........9..82.......6584......6.1.6219....15.....2...6.7.8...7....1.54986...7.,27,Easy
7.6..1....2....6....94..7153.5..4..9..291...3...3......64.3..91................5.,25,Intermediate
....9.6..6......3.....3.....312..7.....3.1..44987.......4.......7962..43.6..1..7.,26,Easy
.......74..........8.1....35....4..1..9....363.6.5....95.67......4.8.3..168.....9,25,Easy
...4....9.7.1.6....629..1.7......216..9..28.4....3.....87.4.6....1....2..2....4.3,27,Easy
7....45.3........7.5..38....2..5.3..56.2..9.4.3.8.....47.............6.5......84.,24,Expert
.6.7.1...74....6.8.9..4......63..98.5..8.7.3.....6...59..65.......9.3.....1..8...,26,Easy
57.26..14.6...1.....9...6.3...9...36...3..279......1..92.14...........9..3......5,26,Easy
...6.483.....35..234...9.6.2.......193...6.4.1.........1....9....5....1.69....3..,25,Expert
...4.87....8.9.1.5..6..3.4....1.4..991...58.7..7.........8..5.....7.9..4....5.6..,26,Expert
3.....74....1....979.8..3....1..9.7.2....64..438.1....9...7.8..1.6.......8.......,25,Easy
3..79....4.7.35...5....8..3......4.1...1...9.......3....2...5....9....178....3..9,23,Expert
97..364.....4.12.........3...9..3............4.5..91..6......2..2...4.673.4..79.5,26,Expert
4..56.8..5.1.3....63.....25..7.8..4.2..37..6.8......1....2....7.2..5.......14..5.,27,Expert
.5.7.1....1..3...94.9..........5...69.........3...8.2...5.6..1..94.1..3...7..4.92,25,Intermediate
.5.46..38..7......48....9.5..3.7.......1..........619...89....1..5.8.47.6.4.3....,26,Expert
.....2...2..43...9..9.51...3...14.....5.7.1............38.9...5.4.8....27.....9.8,24,Easy
..6..7...53..8.69..19.5....3....9547...8.3..........6.............1.843....6..95.,25,Expert
......874.4..2...9...86.5...8..5.4.........9....29...7.56.....2.93..6.........7..,23,Easy
.35...8...82.3.59...985..32....9.45.....4...69.3..7.....87..2.........8...7.....4,27,Easy
25.9..6....75......4.7....1..8......6..19.4...92..5..7825.......6...1.......7.9..,25,Easy
...2...3.........1.....3.....58.2..9.....62...635.....62....1..3.815..9.1....9..7,24,Easy
..1......9.2......6...7.8..36....1..7..4.3...8....29.7....846.....2.63.........9.,23,Easy
...8.5.....3..6.9....4.....9....27...36.....454..68..9......6584....9.3....783...,26,Expert
.98.7...4..1.587...2...4..9.8...7.1...34...9...9.15.8...............1..553.......,25,Easy
.928.1..6.........8...5.3.2...18..6...146925......5.8...35.........23....2.9.61..,28,Expert
.5..7392...6....73...5....6.6..9.3.........1..15.......2..1..59...75......4..92..,25,Expert
.6.4.3..8...8......4.16...3.9.5.....18...9.....3.....1.54.....6..7...8..9...854..,25,Expert
.571..8.9.19...2..6.......32.....3...869.37..........6..15.8..........7.9.3..6..1,26,Expert
...4.32.5......83.........44..8.7.2........8...5..91..8..3.....29.78..4.3...9..7.,25,Simple
..8..2..116......29....4..........2.......67..2..89..4......5.....875.1..79..1.4.,24,Easy
8.....6373..16...95......4....6.......3.5.9....7..3.8......946.6.53.1...1.....5..,26,Expert
9.......715....982...5...4...39.2...7..81..2..1.7.4..3..7...15.........4.8.....9.,26,Simple
8..9........5.........37..5........9...6......9..41578..537.96.3....4...1.6..9.34,26,Intermediate
.1.98....3...........2..3158.7............29..........58.7.91....38...597...52.84,26,Easy
......4...3..4....6..895..1..3.86.9.5.813....9..........5....1..8.3..2..34...8...,25,Expert
71.9..62.365.........1.....1...9.46...32.1.5..7..6.3............9.7.5...23.....1.,26,Easy
64....15..85...3..9.7...46...8....4..3...7......86...7.....5.8...94.8.1....973...,27,Expert
...75.4.81..9....2.5...2....7.......4.....3..9..4.....2...9...4.8.5.172...3...5..,24,Simple
......8.9....29..6......2........1....67.3..812.9.8..7.9.1..4.2.....2.6...387....,25,Intermediate
.17....9...35..4..25.1.......6.92...4.......67..4..23.5.......4...7...693....1...,25,Easy
..97.5.281..4....3.7..1.5......38.....4.........2.9.....81.49...41.....29...2..7.,26,Simple
2.761.....9......1....9.24.3.28.9.1............134........2..788..1.3.9...47.....,26,Expert
.....87.5.4.5........3.981.1.2....3....13....5...27...2.9.1.5..3........4187.5...,27,Easy
8.3.9.....2.......14..........6.8.276.8....1......48...1...9.7.3...719.2.724..13.,28,Expert
......1.8..1.27.3............6..95..23.....6..15..37...63...875......3.29.8......,25,Easy
..2.5..1...3.26...8...139...4....8....8.6.43..9.4...65.......2...1....5.....8.3..,25,Easy
5.....968....7.3....4.........6.7.2.......597.8..3....32.46.....7839...4.4....2..,26,Expert
.23....87..7..2..55..8...1..5.9.....4.951...3.8....9...7...3..8.......41.........,24,Intermediate
......8...2.3.85..47.....6..5.9.....8...74...9.356...........4.76......9.3.......,22,Easy
..9.2............6...417.3...27...1.3.7.4.6......68......6.91..7....13..6..2..7..,25,Intermediate
.5...3.1278.5..4...34.8..9......2....4..3....17...8.......9..8..9....5.1..72....4,26,Easy
..7...2...65.......4..78.1..764..95.....596.7......1.2..49........8.2....1......4,25,Expert
.........6...3.........72..7..62..9..6.5...32....935...5.........93..85...8..971.,24,Easy
.1.26.........8.....41.7.2.1.2..56.3.6..2....43.......5.8..3..1..18...4.....4....,25,Expert
.1..3....7.529.3...2..8...........18.5.36.9.72.7......37..2....6....5.....97.....,25,Easy
8...31......6.25.8.6..9.3..3...1....62.9...4..9........5..6....1...896.....5.3...,25,Easy
....3.17.4......5....4.9.6.3.9.74.....7.6...8............64.3.1..5..1.8....8.35..,25,Easy
1.9....4....6............8.....35..9..6......54.....1.85...64...1....83..3.5.1.67,24,Easy
..........1.3.5......1768...6....4..48....7.193..4..6.6......43...5.3..8....67...,25,Intermediate
4..7...5..6........8...69.46.9..5...3......6.....7........4.19.5.8.3..46.1...957.,26,Expert
.175.6....3....4.7.2.......3..46..........1.2...........5.1..4.4..9.5..1...7...39,23,Expert
....93.2.4..6.2.....8.1.5...5..6....2...41.3..14...96.59....1......3.8...........,24,Simple
...74.2.........7.54........96....2.....137.......41....2.7.31.41..65.9....3.....,24,Intermediate
.785.3.....2....1..4...8.........4.6.8.....2.1.....7..6..23..574....63.......5..4,24,Easy
8..5912...9...7.8......8..664.7....89.8......2..8...15........2...2.........1.5.7,25,Easy
..89...53....8.4.9..45..8.79...43....2.6.9.........5...7...........783..3....5.6.,25,Easy
....2...1.......35..6.4....3....9.8.2....6.........14953.....98.91..32..84.......,24,Easy
45........23.74....6.8......4..23.9..7..9....9.8....6328..6...4...3....75.....6..,26,Easy
..9......2.........8....69..3...4.5...6.8.9..5..2..74..2...8...6....937.8..7.34..,25,Intermediate
6...1..3..14........9..........2.5...954.8126.8.9.......3..6..2.6..93.8........4.,25,Expert
..2.....7..68...1...517.2..1....69.85..9.3....2.5.8.....8....2.......6.....6.5.9.,25,Easy
.....146.........3..7.681..2.....546..4..5..7..31...8..3.....2...12.....5..3..6..,25,Intermediate
41.......6...4..82...976...9......16.....5.......2.8........6...6.2.715.14...829.,26,Intermediate
.1.2.9..38..57.2......3.1...9.3.....5..7.8..9..1..65.....8....5....2.7....5....86,26,Easy
..4...8.9.....13.25......4621.56...44....8..3.5..429..8...39.......8.........4...,26,Easy
.3...8....4.....53...5.2......4619.2...9...8.........6..5....3...26..4.8.6..13...,24,Easy
....3.62...1.....4.........1..4.2...6.4.93.8..2..1..93......1.6...26..795..7.....,25,Expert
.54...7....7.3.5.......8.42..1.7..2..8...3....35..1.......8...91....9....9..42.1.,25,Expert
...4...93....215.....8.....75..8.9.1..3..54.2.2...7....1.....4..4..19..5...7...8.,26,Expert
.63.27...4....9....72.5..43......6.....6...8..85.....2.....57...4.3...59..9..4.6.,26,Easy
1..92..74.....8......4..2.93..5.......4....1.....89....5..32.48.......31..17.....,24,Expert
...1.23...6.....7..52..76.9...........42......3.5....26.173.5....54....697....43.,27,Easy
.145.63....713.........7....752.1.9.49..7.1.2.3.9..67...3.1....6...2.......4.....,28,Simple
975...8.......21..2..65.......12...8.92..5......8....7...9..7...53.....1....36...,24,Easy
......685...943..11.........8..5....3......1...6..8.9....2.......8.19.32.9...5.6.,24,Expert
.8..9....4...6.1..7..3.2..8..7......9.....4....4..3.9.3.....2.9.....6..16..7.834.,25,Expert
8...7....5.........3.........1..34.....7.82....721.5.....12.84.62..5..31.4.6....5,26,Easy
...1..3..1...2......59.7.8..48....2.....83..7.1......8.......7.47.2.9.1....5...4.,24,Easy
3...1..72..7..56..4.97...5.2...54.6....932..............162....736...1...........,25,Easy
.....2..4..6...1.......7...2.57.49...1....8....8.967.....4..6.9.8....2....9.5..18,25,Intermediate
..1.4.2........8.....9...5..7.5....12...3..95.1..84....23.7.....8.45.....97.....4,25,Easy
4817......9.8.....2....49.3........2..9....3..4....61..78.1..9..2...........3..61,24,Easy
.6.2....5..2..9....4..3.....5.6..2...9..157..1.69.....31..7.5....7....1.....5..4.,25,Easy
417.2.3..9.8.....6.6.1....4...8.4.7............96......21.8.6..6......1....3...42,25,Expert
8...24...5.9.8..1.24.5.738..97...245......793..........2..4.5.9.....51.4.......2.,29,Intermediate
..9.5....3...8....7.....91...1...59...469.1......7...6..73......637.5...59..1....,25,Expert
.1.8.......5..23...6...49..29...86.3.4......8..3........4..35..1......9.......1.6,23,Intermediate
.....9........1...3......2...3....8..5..1..6.296..8.43..58......1..43.568...2.4..,25,Easy
2.9...1..1538....9..8..........4.....41......6.25.9.......2...88.54..3.6...16.92.,27,Expert
..76.82..13.....6......395.926..7..17..1.......3.2.5.....5..8..865.......9.......,26,Expert
....3...66..9.7.3.79.8.5....3..8.4........7.........1.3.56..8..91.34......6..8.4.,26,Simple
74.5.......68.4..3.5.2..94.....67..9.8..3....3......65.....8........98.7......25.,25,Intermediate
.6.2..7...4.........9.84...6..1.......384..2.2..73...9..2.......7.49...1....27...,24,Intermediate
17...3........4..52..71...36.....3.9....4....3.1....2..2..3.........67..91....54.,24,Easy
9......78..3...4...5.1......683.9.4...47..3.........6.71.8.......5...1..8....69..,24,Easy
7..8.3....1.2.....65.....1.2......7.83...9........513....1.72..9............9.8.5,23,Easy
..37...42..9......4..1.9.86..1.....49..3..8........19.86....2.9..7....18...2...7.,26,Intermediate
........9..61...7..5...6.81......96.6.489....1......4.8...6...7..978..1......5.92,26,Expert
......2...56.2...19.....58..3..1...9....72.3.7.9......5....1....8.....631..6....8,24,Easy
19..537....219..6....2...3......6..........2.56.92...7..7.3..549........45....2.3,27,Expert
.5...1..36....85..8..53.7165.......74...5.12...862.34.....1............174....8..,28,Easy
.....6..11....5.4...47..326..3...6......8.5...6...4....4......3.8..62..73...1....,24,Expert
..3.......9.5......7.2.38.......93..6....2.59..564...728...............6.5.3.72..,24,Easy
..24.6.....371.2....13...96.........9....3..5..6.7.3..14...5....7.6.4.....9.....3,25,Expert
4....92....8..15...1.374..8.2..4..............87...............7..5.8.315.9..2..4,24,Easy
..1......7..9.4..64........94..827.........94..5..96.88..5....95..14....614....5.,27,Easy
.5.8.1...4..95.......2.3......4..8.5..2.194.7......23.8..1....39.7........3....51,26,Easy
1.......54..1.......3.....7..4.15.3..8..4.7....7.3.6.....25...42..6.....81..7...3,25,Easy
..6..4.53.4...1..77..35.1.....7....19....3.......65......89....13...7.6.68.......,25,Easy
..5.9..2.39..1..7......73...3...95....2..1...1..2......71.....6........8.86.5..9.,24,Easy
2....91....3..6.5....83..2.61.9.73.......5.8..7..6...9.3....576.9.............8..,25,Easy
2......8...8.....7.5......3....4.7..7.3.2...85...8.9.64..87..62..7.34..98.5296..4,31,Expert
.7...8...1..42..9...8...41..8..7......9.1362..362.4..7............7..2.1........9,25,Easy
7....92.89..86..1...81.5..325.........19..62.697.............52.7.....3..8.23....,28,Easy
2.1....3.35....941..9.............1.........7.7.5.14.8......2.....32..945.7..4...,24,Easy
..4..3.2..1.2...7.....1.8.....3.9.4..6..........48.1.7...6..9....792..36.....4.8.,25,Intermediate
..5..64..1.8..4..59.........7.9...4.8.....79...6...82.4.........57..86....1....8.,24,Expert
.7.2......2..4.........714............7.3....13....89.6.4.723.83..46.71.....984..,27,Expert
.2.1...7...7..641.4..9....8.7.4.....1..87.2............146....9...29.....56.4..8.,26,Expert
5...2..3...7.8.....6.754...6....2....2.....484.3.......796...8.2..9.......4....7.,24,Easy
.6....27...4.....5.....6......524...4.8...5..3.28.7.962....9.6389............5..7,26,Easy
.18....53.......7..36...8..921.6...8.........3..7.891..9.12............7......165,25,Easy
4..........149...6.6...5...273.........6..2....9.71....3..1..64...5.......234.19.,25,Easy
..7.4.8...598.....3..7.6.5..2.67.58.6.8.....3.95.8..4.83...........9.....42....6.,28,Expert
....8......36.....67.2.1....8.4.23..4......2...6.3...7.2...768...5...1..1....37..,25,Expert
..45..3..........8....18.75.5.....6......374....7....3..14......7.39..1.8....5..9,24,Easy
....937.......8..6...47..5..4..6..9......4....762..3.5.3............7.248.9...53.,25,Easy
..........7...8.4.....96.3...6.....77....1.9....8..2..9.36.7..4...1.49...2.3..6.8,25,Expert
4..2...37..6..1..8.8....4.1.....526...3..........1.3.4.2.3...8......4....18......,23,Expert
..5......26...9.4...8....6.....7...3.....2.9...39..48.68..45.2..3..9..7..2...8...,25,Intermediate
.....9......7.2.8...........8...4.9.71..6.2....4..3..6....2..6.82....34.36..1....,23,Intermediate
2..4.86798.........14....5..8....2..425.....8..6........87..5..1....6........2741,26,Intermediate
.34..7.6...1.6..9....3.2..739.1.47..5........1.75.32..2.........5.....1.......3..,25,Expert
5.....94.8....5....748...3.2.76.....4..3...25.5..7...6......6.........9468...325.,27,Easy
.75.......92.7....8.4....2..4.98..7......1.....8.4...2.5..2......76..51...15...9.,25,Expert
..58...61.9.52....8.....7..1....3..9..261..........8........5....9..8..2267.5..3.,25,Expert
.4.29....1...6..3....47.5.6...92.7....6.5...3579..............9.1....2.5....3.41.,26,Easy
9..2....68....5..954.6.823.432....8.........56.9.3.....7....54..........3......9.,25,Simple
4.2..7.8....5..32.......1......6.......2.....136........7.36.5...48....66.372...4,25,Expert
7....34..4.......2.32..6....4...51.7...2..3653..1...4.6573......2...9......5.1...,27,Intermediate
1.....7..6.4..31...2.6...4....4..2....3.......8.1.....3..5....2.5.8.7..421...48.6,26,Easy
.3......6.....1...2....65.8..5...8.17.6.142.381...5.4.........4.5.7.83..1.24.....,28,Expert
..7..1....14...2...6.........2.6.35..4385...2..57..6.4..83...1.5.........3..82...,26,Expert
.6..2.79..7...5.1.........6247......6.5.3..........1.4....97.6.........5...65.923,25,Easy
9....8....2.......3..215...5.8.6...........394....2..1...6..9..8.29..1...3.8..4..,24,Easy
......4.5.......7.2..4.1..9..8.....23...1..8..24...5377..3..25...........15..8.93,26,Easy
..8.......6....43.9....82.....192...13......9...6...8......1.5..254.3.6....92..4.,25,Expert
.9.2.....2.6..7....37..4..9972.65.3.6.4...........2.1...5..1.4.7........3.94.6...,27,Easy
.8..72..3.5...1..7.3.4..........7..5...2.37..3..1..4....1....8.47.....2....95....,24,Expert
.9.5....1.5....7.33.7....8.....9...7....6......341.9......5.....1893..467..1.....,25,Easy
........2.9...24513..5..8...8...4...7.....3.8......52.......983..792......5.4....,24,Easy
.4...16..5...32.4..71....2..3.95....9............7.....5.36......4.....916.29...7,25,Easy
.3...9.......1627..1..83...24....31...8...9...7........6.7..4....3..48.9..1.6....,25,Easy
4.63.8.....24.6.9..98..7.6.......2379..2...5.........6...63..742....45...........,26,Easy
9.2..8.7518..4.6.96.....4..........8....6915..6..819.7....7...4.....5.1....9.....,27,Expert
....2....12....7.....197..4.7.....56.....6..9...581....1.2.8....5.4..6.2..8.5..9.,26,Intermediate
....5.1.65......3...2.96..5.4....36.7.9..5..4.......7.9.3...64..26..97..4...3...2,28,Expert
......1.9......372.7.....5.........3..1...9..53.2.9.....59.2..7.145.72......48.15,27,Expert
........3.....4.1.....3.57.....2...53..7..9........74..7.4.5.61.41..6..29.63.....,25,Expert
681..35.99....4....7.....1875..9......6......8......75..4...3..5...6198.....37...,27,Easy
..5..16........13..............4....8..3...1.7.4....8..7.8.....31.7...98.5..6.4..,22,Expert
....4.2...3.629..7.4..38...18.....4.3....1..2.......9.42......1.6..8.3..7..9.4...,26,Easy
.6.....9.9.4.....1.....6........8.6..1....3..89.167....3..9.7..67..8......13.4.5.,25,Easy
...4....8.81...46..3..96.....6.72..3..8.........14.6......3...7.6.....81.72...9..,25,Expert
....6.48.8..9.7.3.9.4.2..1.39..........4........1.92..7......2....7.81...31..2...,25,Expert
.52..6...4.89.2.......1...3......5..2.......9..6.9..1....5....4..1...3.694..3.1..,24,Easy
.98..4...........36...32..47.4.5.9......9.58.9......67.3.5....92.......8..7...2..,25,Easy
3..62..5..8.4.7..11.6.5...7...7..64...3....726..2..1.374.....3...8......5........,27,Easy
..18...9.....7..3.2.....6.5.86..9.....2.1.9...5.7.8......592.6......6.27...18....,26,Intermediate
95...3.8.2....4...86...154........5....1..8..........6..5....3242.6.9...1...2.6..,25,Intermediate
.....6.3.........2...9158..6.3.5...1952.6....8.1...3....8.9.26.3...8.........37..,26,Intermediate
.9....7.......7....3.84......87.......7.2..499..5.3..........3..2.689..768.....5.,24,Easy
1.9..6....27.89......1....6.........3....28......95163....2.9....2..1..89...5873.,27,Intermediate
2..179.......5.9..6.........9761...28.5....3.1.6..2............7...98.6...82.15..,26,Easy
...........841...7..3..76.5....31..2.........6..5.2..1.842.37....5...2.8.1.8.....,25,Expert
41.........9....2....51..899.6...8.48..4..5.1.........5.....6...3..5.2...6..2...8,24,Easy
3...8.5.2..5...14....4....31386..2.........1.6.....8....21..67..6.85.4..8......3.,27,Expert
..3...6...9.3.8...4.72....8..4....9..8..43.5.2..9..8..52.8.6.........7..3........,24,Expert
.851..4.3....5.....1.7.....3.2..9....5943....8........4..27.5.8...9....1.385....4,27,Easy
48.5....6.61..3....5...7.8154......3....8.2....3..467.....5.....7.1.6.3..........,25,Expert
...34..188...5...........7.45..8.....17...8...3...4.....6....455....1..23..7...61,25,Expert
..7...2..3..6...4.6.81..3.5....2..7....5.1......48.1...3.7.56..17...4.....6...8..,26,Expert
5..2..6.18.3.9.4.29....53.86...2....2..561........3....2..4.5.....1.6...4.8.5....,28,Easy
65.1..7.9..3...18..7.3...4.....4...7........6...659......465.9...8...........1..3,24,Easy
.5...9.......647....7.3....1.....4325........9.3.7..6..9......6...24...7.4..1635.,26,Expert
.7.6..9...19..46.2...91.8.5...74......8.9.2...9.1.2....8....4.....5.7..6......5..,26,Intermediate
.1.2..7..2.....84.3.7..45.1...........58....31..4.5......5...92.8..194.5....7....,26,Easy
2..6.9........26......1.....9...6..2.7..8...5..17.396.8....12....9..8.5..6..3...8,26,Expert
......149..3....7...........9..814..51.4..7...3.9....5....9.86..7..5......986...1,25,Expert
85.6.4...4...1......72..4.......19.2......8..6..59.....6.8.2.5...9.6..2.....7....,24,Easy
.3.....7.6.7.24..994...36...........3....62..5.....31.1....5...42.3.9.6....6.1.4.,27,Expert
......31......6..7..9.375.8.3.9....685.3...7...46.8...4.8...9.3.....4.....5.....1,26,Easy
.3.8..4...2.651.3.1..2........1.96...8...........63...4.....1.8..9........8.4.359,25,Easy
..4..1..65........7.396..1...61.45........7..3..29.......45..9....3261.........3.,25,Expert
.8.......16..7..5....3.18.44...9.53..9...674......8.....3.5.......74..16......4..,25,Easy
9...2...8.....4.....6897...17......4...4..89.83.....21........6....31.72.1.6.24..,27,Easy
.4....97.2.91.7.4.....8........9176....6.....9.......3....2....8....4..662.3....8,24,Easy
.......648.3...9....5.7.....3...75..9.7.4628.....3..49289...............36.8...9.,26,Intermediate
19........3.........2..48....957.2.....19.7.5.7...2.......4.3...8.2.5.1..57.3..8.,26,Easy
.......8.6..9..14...2.....9...83...2..3.1.9........6.8.4.......8.9.235.....4.68.3,25,Easy
2.6.5.........3.....31...56.157...6.762....8...........41..63...38...71....4.....,25,Expert
....1......5..69...67.....3.....1.92...932...........5..31.927.7...258....96...1.,26,Simple
.6.3...97..48......7....4....8.926....3....8.......5.2..5.....93......6..96.3.2.4,25,Easy
.......81....83.....94.5..2......73.8...572...4..3..5..3..4...5.14.7.9...9....1..,26,Intermediate
.49......5...........61.......4.9..849.15.7..6...7..5.......974......8..953..7..6,25,Easy
...93.5....17....6.73.2.9....93...5.........21.5..7........541.76..............2.,23,Expert
.....2..3.....6....2..8.756.82.1.97.6.1..5...........5...9..2.1...7..39...3..8...,25,Simple
.7...3.6.3.6..7...8......9...4....8..2....7..7....65.25....947..4.......9..7.8..3,25,Intermediate
